1765325651.203525 server started (53780): version 3.6, socket /private/tmp/tmux-501/default, protocol 8
1765325651.203544 on Darwin 24.6.0 Darwin Kernel Version 24.6.0: Wed Oct 15 21:12:09 PDT 2025; root:xnu-11417.140.69.703.14~1/RELEASE_ARM64_T6031
1765325651.203554 using libevent 2.1.12-stable select
1765325651.203562 using utf8proc 2.11.2
1765325651.203568 using ncurses 6.5 20240427
1765325651.277488 yylex_token: end at WS
1765325651.277491 yylex_token: -Tcopy-mode-vi
1765325651.277495 yylex_token: end at WS
1765325651.277498 yylex_token: Right
1765325651.277501 yylex_token: end at WS
1765325651.277505 yylex_token: send
1765325651.277508 yylex_token: end at WS
1765325651.277511 yylex_token: -X
1765325651.277514 yylex_token: end at WS
1765325651.277517 yylex_token: cursor-right
1765325651.277521 cmd_parse_build_commands 0:0: bind
1765325651.277524 cmd_parse_build_commands 0:1: -Tcopy-mode-vi
1765325651.277528 cmd_parse_build_commands 0:2: Right
1765325651.277531 cmd_parse_build_commands 0:3 0:0: send
1765325651.277534 cmd_parse_build_commands 0:3 0:1: -X
1765325651.277538 cmd_parse_build_commands 0:3 0:2: cursor-right
1765325651.277542 cmd_parse_build_commands 0:0: send
1765325651.277546 cmd_parse_build_commands 0:1: -X
1765325651.277551 cmd_parse_build_commands 0:2: cursor-right
1765325651.277556 args_parse_flags: next -X
1765325651.277560 args_parse_flags: -X
1765325651.277564 args_parse_flags: next cursor-right
1765325651.277567 args_parse: flags end at 2 of 3
1765325651.277571 args_parse: 2 = cursor-right (type STRING)
1765325651.277575 cmd_parse_build_commands: send-keys -X cursor-right
1765325651.277579 args_parse_flags: next -Tcopy-mode-vi
1765325651.277582 args_parse_flag_argument: -T = copy-mode-vi
1765325651.277588 args_parse_flags: next Right
1765325651.277592 args_parse: flags end at 2 of 4
1765325651.277595 args_parse: 2 = Right (type STRING)
1765325651.277599 args_parse: 3 = send-keys -X cursor-right (type COMMANDS)
1765325651.277606 cmd_parse_build_commands: bind-key -T copy-mode-vi Right { send-keys -X cursor-right }
1765325651.277610 cmdq_get_command: [bind-key/0x15c95c800] group 2733
1765325651.277613 cmdq_append <global>: [bind-key/0x15c95c800]
1765325651.277616 yylex_token: end at WS
1765325651.277619 yylex_token: bind
1765325651.277622 yylex_token: end at WS
1765325651.277625 yylex_token: -Tcopy-mode-vi
1765325651.277628 yylex_token: end at WS
1765325651.277631 yylex_token: M-x
1765325651.277634 yylex_token: end at WS
1765325651.277637 yylex_token: send
1765325651.277640 yylex_token: end at WS
1765325651.277643 yylex_token: -X
1765325651.277647 yylex_token: end at WS
1765325651.277649 yylex_token: jump-to-mark
1765325651.277653 cmd_parse_build_commands 0:0: bind
1765325651.277656 cmd_parse_build_commands 0:1: -Tcopy-mode-vi
1765325651.277659 cmd_parse_build_commands 0:2: M-x
1765325651.277662 cmd_parse_build_commands 0:3 0:0: send
1765325651.277665 cmd_parse_build_commands 0:3 0:1: -X
1765325651.277669 cmd_parse_build_commands 0:3 0:2: jump-to-mark
1765325651.277673 cmd_parse_build_commands 0:0: send
1765325651.277676 cmd_parse_build_commands 0:1: -X
1765325651.277679 cmd_parse_build_commands 0:2: jump-to-mark
1765325651.277683 args_parse_flags: next -X
1765325651.277686 args_parse_flags: -X
1765325651.277691 args_parse_flags: next jump-to-mark
1765325651.277695 args_parse: flags end at 2 of 3
1765325651.277699 args_parse: 2 = jump-to-mark (type STRING)
1765325651.277705 cmd_parse_build_commands: send-keys -X jump-to-mark
1765325651.277709 args_parse_flags: next -Tcopy-mode-vi
1765325651.277712 args_parse_flag_argument: -T = copy-mode-vi
1765325651.277715 args_parse_flags: next M-x
1765325651.277719 args_parse: flags end at 2 of 4
1765325651.277722 args_parse: 2 = M-x (type STRING)
1765325651.277726 args_parse: 3 = send-keys -X jump-to-mark (type COMMANDS)
1765325651.277733 cmd_parse_build_commands: bind-key -T copy-mode-vi M-x { send-keys -X jump-to-mark }
1765325651.277738 cmdq_get_command: [bind-key/0x15c95cbe0] group 2741
1765325651.277742 cmdq_append <global>: [bind-key/0x15c95cbe0]
1765325651.277746 yylex_token: end at WS
1765325651.277750 yylex_token: bind
1765325651.277754 yylex_token: end at WS
1765325651.277757 yylex_token: -Tcopy-mode-vi
1765325651.277760 yylex_token: end at WS
1765325651.277764 yylex_token: C-Up
1765325651.277767 yylex_token: end at WS
1765325651.277770 yylex_token: send
1765325651.277773 yylex_token: end at WS
1765325651.277776 yylex_token: -X
1765325651.277780 yylex_token: end at WS
1765325651.277783 yylex_token: scroll-up
1765325651.277786 cmd_parse_build_commands 0:0: bind
1765325651.277790 cmd_parse_build_commands 0:1: -Tcopy-mode-vi
1765325651.277793 cmd_parse_build_commands 0:2: C-Up
1765325651.277797 cmd_parse_build_commands 0:3 0:0: send
1765325651.277800 cmd_parse_build_commands 0:3 0:1: -X
1765325651.277804 cmd_parse_build_commands 0:3 0:2: scroll-up
1765325651.277807 cmd_parse_build_commands 0:0: send
1765325651.277811 cmd_parse_build_commands 0:1: -X
1765325651.277814 cmd_parse_build_commands 0:2: scroll-up
1765325651.277819 args_parse_flags: next -X
1765325651.277823 args_parse_flags: -X
1765325651.277827 args_parse_flags: next scroll-up
1765325651.277830 args_parse: flags end at 2 of 3
1765325651.277834 args_parse: 2 = scroll-up (type STRING)
1765325651.277838 cmd_parse_build_commands: send-keys -X scroll-up
1765325651.277842 args_parse_flags: next -Tcopy-mode-vi
1765325651.277846 args_parse_flag_argument: -T = copy-mode-vi
1765325651.277849 args_parse_flags: next C-Up
1765325651.277853 args_parse: flags end at 2 of 4
1765325651.277857 args_parse: 2 = C-Up (type STRING)
1765325651.277861 args_parse: 3 = send-keys -X scroll-up (type COMMANDS)
1765325651.277868 cmd_parse_build_commands: bind-key -T copy-mode-vi C-Up { send-keys -X scroll-up }
1765325651.277877 cmdq_get_command: [bind-key/0x15c95d0b0] group 2749
1765325651.277881 cmdq_append <global>: [bind-key/0x15c95d0b0]
1765325651.277884 yylex_token: end at WS
1765325651.277887 yylex_token: bind
1765325651.277891 yylex_token: end at WS
1765325651.277895 yylex_token: -Tcopy-mode-vi
1765325651.277898 yylex_token: end at WS
1765325651.277902 yylex_token: C-Down
1765325651.277906 yylex_token: end at WS
1765325651.277909 yylex_token: send
1765325651.277913 yylex_token: end at WS
1765325651.277916 yylex_token: -X
1765325651.277920 yylex_token: end at WS
1765325651.277924 yylex_token: scroll-down
1765325651.277927 cmd_parse_build_commands 0:0: bind
1765325651.277931 cmd_parse_build_commands 0:1: -Tcopy-mode-vi
1765325651.277934 cmd_parse_build_commands 0:2: C-Down
1765325651.277937 cmd_parse_build_commands 0:3 0:0: send
1765325651.277940 cmd_parse_build_commands 0:3 0:1: -X
1765325651.277943 cmd_parse_build_commands 0:3 0:2: scroll-down
1765325651.277947 cmd_parse_build_commands 0:0: send
1765325651.277951 cmd_parse_build_commands 0:1: -X
1765325651.277955 cmd_parse_build_commands 0:2: scroll-down
1765325651.277959 args_parse_flags: next -X
1765325651.277962 args_parse_flags: -X
1765325651.277967 args_parse_flags: next scroll-down
1765325651.277970 args_parse: flags end at 2 of 3
1765325651.277974 args_parse: 2 = scroll-down (type STRING)
1765325651.277978 cmd_parse_build_commands: send-keys -X scroll-down
1765325651.277983 args_parse_flags: next -Tcopy-mode-vi
1765325651.277986 args_parse_flag_argument: -T = copy-mode-vi
1765325651.277990 args_parse_flags: next C-Down
1765325651.277993 args_parse: flags end at 2 of 4
1765325651.277998 args_parse: 2 = C-Down (type STRING)
1765325651.278005 args_parse: 3 = send-keys -X scroll-down (type COMMANDS)
1765325651.278015 cmd_parse_build_commands: bind-key -T copy-mode-vi C-Down { send-keys -X scroll-down }
1765325651.278021 cmdq_get_command: [bind-key/0x15c95d570] group 2757
1765325651.278025 cmdq_append <global>: [bind-key/0x15c95d570]
1765325651.278029 cmdq_append <global>: [key_bindings_init_done/0x15c95d660]
1765325651.278183 add peer 0x15c95daa0: 8 (0x15e008e00)
1765325651.278198 new client 0x15e008e00
1765325651.278250 server loop enter
1765325651.278277 peer 0x15c95daa0 message 111
1765325651.278283 client 0x15e008e00 IDENTIFY_LONGFLAGS 0x18010000
1765325651.278287 peer 0x15c95daa0 message 111
1765325651.278292 client 0x15e008e00 IDENTIFY_LONGFLAGS 0x18010000
1765325651.278297 peer 0x15c95daa0 message 101
1765325651.278302 client 0x15e008e00 IDENTIFY_TERM xterm-256color
1765325651.278306 peer 0x15c95daa0 message 109
1765325651.278311 client 0x15e008e00 IDENTIFY_FEATURES 
1765325651.278316 peer 0x15c95daa0 message 102
1765325651.278322 client 0x15e008e00 IDENTIFY_TTYNAME /dev/ttys010
1765325651.278327 peer 0x15c95daa0 message 108
1765325651.278343 client 0x15e008e00 IDENTIFY_CWD /Users/belaz/Documents/code/claude-island
1765325651.278349 peer 0x15c95daa0 message 112
1765325651.278354 client 0x15e008e00 IDENTIFY_TERMINFO acsc=``aaffggiijjkkllmmnnooppqqrrssttuuvvwwxxyyzz{{||}}~~
1765325651.278358 peer 0x15c95daa0 message 112
1765325651.278362 client 0x15e008e00 IDENTIFY_TERMINFO am=1
1765325651.278366 peer 0x15c95daa0 message 112
1765325651.278370 client 0x15e008e00 IDENTIFY_TERMINFO AX=1
1765325651.278374 peer 0x15c95daa0 message 112
1765325651.278378 client 0x15e008e00 IDENTIFY_TERMINFO bce=1
1765325651.278383 peer 0x15c95daa0 message 112
1765325651.278387 client 0x15e008e00 IDENTIFY_TERMINFO bel=\a
1765325651.278391 peer 0x15c95daa0 message 112
1765325651.278395 client 0x15e008e00 IDENTIFY_TERMINFO blink=\033[5m
1765325651.278400 peer 0x15c95daa0 message 112
1765325651.278404 client 0x15e008e00 IDENTIFY_TERMINFO bold=\033[1m
1765325651.278408 peer 0x15c95daa0 message 112
1765325651.278414 client 0x15e008e00 IDENTIFY_TERMINFO civis=\033[?25l
1765325651.278419 peer 0x15c95daa0 message 112
1765325651.278424 client 0x15e008e00 IDENTIFY_TERMINFO clear=\033[H\033[2J
1765325651.278429 peer 0x15c95daa0 message 112
1765325651.278434 client 0x15e008e00 IDENTIFY_TERMINFO cnorm=\033[?12l\033[?25h
1765325651.278446 peer 0x15c95daa0 message 112
1765325651.278451 client 0x15e008e00 IDENTIFY_TERMINFO colors=256
1765325651.278456 peer 0x15c95daa0 message 112
1765325651.278460 client 0x15e008e00 IDENTIFY_TERMINFO Cr=\033]112\a
1765325651.278465 peer 0x15c95daa0 message 112
1765325651.278470 client 0x15e008e00 IDENTIFY_TERMINFO Cs=\033]12;%p1%s\a
1765325651.278475 peer 0x15c95daa0 message 112
1765325651.278479 client 0x15e008e00 IDENTIFY_TERMINFO csr=\033[%i%p1%d;%p2%dr
1765325651.278484 peer 0x15c95daa0 message 112
1765325651.278488 client 0x15e008e00 IDENTIFY_TERMINFO cub=\033[%p1%dD
1765325651.278492 peer 0x15c95daa0 message 112
1765325651.278496 client 0x15e008e00 IDENTIFY_TERMINFO cub1=\b
1765325651.278500 peer 0x15c95daa0 message 112
1765325651.278505 client 0x15e008e00 IDENTIFY_TERMINFO cud=\033[%p1%dB
1765325651.278509 peer 0x15c95daa0 message 112
1765325651.278513 client 0x15e008e00 IDENTIFY_TERMINFO cud1=\n
1765325651.278517 peer 0x15c95daa0 message 112
1765325651.278521 client 0x15e008e00 IDENTIFY_TERMINFO cuf=\033[%p1%dC
1765325651.278525 peer 0x15c95daa0 message 112
1765325651.278530 client 0x15e008e00 IDENTIFY_TERMINFO cuf1=\033[C
1765325651.278535 peer 0x15c95daa0 message 112
1765325651.278539 client 0x15e008e00 IDENTIFY_TERMINFO cup=\033[%i%p1%d;%p2%dH
1765325651.278544 peer 0x15c95daa0 message 112
1765325651.278548 client 0x15e008e00 IDENTIFY_TERMINFO cuu=\033[%p1%dA
1765325651.278552 peer 0x15c95daa0 message 112
1765325651.278557 client 0x15e008e00 IDENTIFY_TERMINFO cuu1=\033[A
1765325651.278561 peer 0x15c95daa0 message 112
1765325651.278566 client 0x15e008e00 IDENTIFY_TERMINFO cvvis=\033[?12;25h
1765325651.278570 peer 0x15c95daa0 message 112
1765325651.278575 client 0x15e008e00 IDENTIFY_TERMINFO dch=\033[%p1%dP
1765325651.278579 peer 0x15c95daa0 message 112
1765325651.278583 client 0x15e008e00 IDENTIFY_TERMINFO dch1=\033[P
1765325651.278588 peer 0x15c95daa0 message 112
1765325651.278592 client 0x15e008e00 IDENTIFY_TERMINFO dim=\033[2m
1765325651.278596 peer 0x15c95daa0 message 112
1765325651.278601 client 0x15e008e00 IDENTIFY_TERMINFO dl=\033[%p1%dM
1765325651.278607 peer 0x15c95daa0 message 112
1765325651.278613 client 0x15e008e00 IDENTIFY_TERMINFO dl1=\033[M
1765325651.278618 peer 0x15c95daa0 message 112
1765325651.278623 client 0x15e008e00 IDENTIFY_TERMINFO E3=\033[3J
1765325651.278628 peer 0x15c95daa0 message 112
1765325651.278633 client 0x15e008e00 IDENTIFY_TERMINFO ech=\033[%p1%dX
1765325651.278637 peer 0x15c95daa0 message 112
1765325651.278641 client 0x15e008e00 IDENTIFY_TERMINFO ed=\033[J
1765325651.278646 peer 0x15c95daa0 message 112
1765325651.278650 client 0x15e008e00 IDENTIFY_TERMINFO el=\033[K
1765325651.278654 peer 0x15c95daa0 message 112
1765325651.278658 client 0x15e008e00 IDENTIFY_TERMINFO el1=\033[1K
1765325651.278662 peer 0x15c95daa0 message 112
1765325651.278666 client 0x15e008e00 IDENTIFY_TERMINFO home=\033[H
1765325651.278670 peer 0x15c95daa0 message 112
1765325651.278674 client 0x15e008e00 IDENTIFY_TERMINFO hpa=\033[%i%p1%dG
1765325651.278678 peer 0x15c95daa0 message 112
1765325651.278682 client 0x15e008e00 IDENTIFY_TERMINFO ich=\033[%p1%d@
1765325651.278686 peer 0x15c95daa0 message 112
1765325651.278691 client 0x15e008e00 IDENTIFY_TERMINFO il=\033[%p1%dL
1765325651.278695 peer 0x15c95daa0 message 112
1765325651.278699 client 0x15e008e00 IDENTIFY_TERMINFO il1=\033[L
1765325651.278703 peer 0x15c95daa0 message 112
1765325651.278707 client 0x15e008e00 IDENTIFY_TERMINFO indn=\033[%p1%dS
1765325651.278711 peer 0x15c95daa0 message 112
1765325651.278715 client 0x15e008e00 IDENTIFY_TERMINFO invis=\033[8m
1765325651.278719 peer 0x15c95daa0 message 112
1765325651.278723 client 0x15e008e00 IDENTIFY_TERMINFO kcbt=\033[Z
1765325651.278727 peer 0x15c95daa0 message 112
1765325651.278731 client 0x15e008e00 IDENTIFY_TERMINFO kcub1=\033OD
1765325651.278735 peer 0x15c95daa0 message 112
1765325651.278740 client 0x15e008e00 IDENTIFY_TERMINFO kcud1=\033OB
1765325651.278744 peer 0x15c95daa0 message 112
1765325651.278748 client 0x15e008e00 IDENTIFY_TERMINFO kcuf1=\033OC
1765325651.278752 peer 0x15c95daa0 message 112
1765325651.278762 client 0x15e008e00 IDENTIFY_TERMINFO kcuu1=\033OA
1765325651.278766 peer 0x15c95daa0 message 112
1765325651.278770 client 0x15e008e00 IDENTIFY_TERMINFO kDC=\033[3;2~
1765325651.278774 peer 0x15c95daa0 message 112
1765325651.278779 client 0x15e008e00 IDENTIFY_TERMINFO kDC3=\033[3;3~
1765325651.278785 peer 0x15c95daa0 message 112
1765325651.278791 client 0x15e008e00 IDENTIFY_TERMINFO kDC4=\033[3;4~
1765325651.278796 peer 0x15c95daa0 message 112
1765325651.278801 client 0x15e008e00 IDENTIFY_TERMINFO kDC5=\033[3;5~
1765325651.278806 peer 0x15c95daa0 message 112
1765325651.278810 client 0x15e008e00 IDENTIFY_TERMINFO kDC6=\033[3;6~
1765325651.278814 peer 0x15c95daa0 message 112
1765325651.278818 client 0x15e008e00 IDENTIFY_TERMINFO kDC7=\033[3;7~
1765325651.278822 peer 0x15c95daa0 message 112
1765325651.278826 client 0x15e008e00 IDENTIFY_TERMINFO kdch1=\033[3~
1765325651.278830 peer 0x15c95daa0 message 112
1765325651.278835 client 0x15e008e00 IDENTIFY_TERMINFO kDN=\033[1;2B
1765325651.278839 peer 0x15c95daa0 message 112
1765325651.278844 client 0x15e008e00 IDENTIFY_TERMINFO kDN3=\033[1;3B
1765325651.278848 peer 0x15c95daa0 message 112
1765325651.278853 client 0x15e008e00 IDENTIFY_TERMINFO kDN4=\033[1;4B
1765325651.278857 peer 0x15c95daa0 message 112
1765325651.278861 client 0x15e008e00 IDENTIFY_TERMINFO kDN5=\033[1;5B
1765325651.278865 peer 0x15c95daa0 message 112
1765325651.278869 client 0x15e008e00 IDENTIFY_TERMINFO kDN6=\033[1;6B
1765325651.278873 peer 0x15c95daa0 message 112
1765325651.278877 client 0x15e008e00 IDENTIFY_TERMINFO kDN7=\033[1;7B
1765325651.278882 peer 0x15c95daa0 message 112
1765325651.278887 client 0x15e008e00 IDENTIFY_TERMINFO kend=\033OF
1765325651.278891 peer 0x15c95daa0 message 112
1765325651.278895 client 0x15e008e00 IDENTIFY_TERMINFO kEND=\033[1;2F
1765325651.278900 peer 0x15c95daa0 message 112
1765325651.278904 client 0x15e008e00 IDENTIFY_TERMINFO kEND3=\033[1;3F
1765325651.278908 peer 0x15c95daa0 message 112
1765325651.278912 client 0x15e008e00 IDENTIFY_TERMINFO kEND4=\033[1;4F
1765325651.278916 peer 0x15c95daa0 message 112
1765325651.278920 client 0x15e008e00 IDENTIFY_TERMINFO kEND5=\033[1;5F
1765325651.278924 peer 0x15c95daa0 message 112
1765325651.278929 client 0x15e008e00 IDENTIFY_TERMINFO kEND6=\033[1;6F
1765325651.278935 peer 0x15c95daa0 message 112
1765325651.278939 client 0x15e008e00 IDENTIFY_TERMINFO kEND7=\033[1;7F
1765325651.278943 peer 0x15c95daa0 message 112
1765325651.278948 client 0x15e008e00 IDENTIFY_TERMINFO kf1=\033OP
1765325651.278952 peer 0x15c95daa0 message 112
1765325651.278957 client 0x15e008e00 IDENTIFY_TERMINFO kf10=\033[21~
1765325651.278962 peer 0x15c95daa0 message 112
1765325651.278967 client 0x15e008e00 IDENTIFY_TERMINFO kf11=\033[23~
1765325651.278971 peer 0x15c95daa0 message 112
1765325651.278977 client 0x15e008e00 IDENTIFY_TERMINFO kf12=\033[24~
1765325651.278982 peer 0x15c95daa0 message 112
1765325651.278988 client 0x15e008e00 IDENTIFY_TERMINFO kf13=\033[1;2P
1765325651.278992 peer 0x15c95daa0 message 112
1765325651.278997 client 0x15e008e00 IDENTIFY_TERMINFO kf14=\033[1;2Q
1765325651.279001 peer 0x15c95daa0 message 112
1765325651.279005 client 0x15e008e00 IDENTIFY_TERMINFO kf15=\033[1;2R
1765325651.279009 peer 0x15c95daa0 message 112
1765325651.279014 client 0x15e008e00 IDENTIFY_TERMINFO kf16=\033[1;2S
1765325651.279018 peer 0x15c95daa0 message 112
1765325651.279022 client 0x15e008e00 IDENTIFY_TERMINFO kf17=\033[15;2~
1765325651.279027 peer 0x15c95daa0 message 112
1765325651.279031 client 0x15e008e00 IDENTIFY_TERMINFO kf18=\033[17;2~
1765325651.279035 peer 0x15c95daa0 message 112
1765325651.279039 client 0x15e008e00 IDENTIFY_TERMINFO kf19=\033[18;2~
1765325651.279043 peer 0x15c95daa0 message 112
1765325651.279047 client 0x15e008e00 IDENTIFY_TERMINFO kf2=\033OQ
1765325651.279052 peer 0x15c95daa0 message 112
1765325651.279057 client 0x15e008e00 IDENTIFY_TERMINFO kf20=\033[19;2~
1765325651.279062 peer 0x15c95daa0 message 112
1765325651.279066 client 0x15e008e00 IDENTIFY_TERMINFO kf21=\033[20;2~
1765325651.279071 peer 0x15c95daa0 message 112
1765325651.279081 client 0x15e008e00 IDENTIFY_TERMINFO kf22=\033[21;2~
1765325651.279086 peer 0x15c95daa0 message 112
1765325651.279090 client 0x15e008e00 IDENTIFY_TERMINFO kf23=\033[23;2~
1765325651.279094 peer 0x15c95daa0 message 112
1765325651.279098 client 0x15e008e00 IDENTIFY_TERMINFO kf24=\033[24;2~
1765325651.279102 peer 0x15c95daa0 message 112
1765325651.279106 client 0x15e008e00 IDENTIFY_TERMINFO kf25=\033[1;5P
1765325651.279111 peer 0x15c95daa0 message 112
1765325651.279115 client 0x15e008e00 IDENTIFY_TERMINFO kf26=\033[1;5Q
1765325651.279119 peer 0x15c95daa0 message 112
1765325651.279123 client 0x15e008e00 IDENTIFY_TERMINFO kf27=\033[1;5R
1765325651.279127 peer 0x15c95daa0 message 112
1765325651.279132 client 0x15e008e00 IDENTIFY_TERMINFO kf28=\033[1;5S
1765325651.279136 peer 0x15c95daa0 message 112
1765325651.279142 client 0x15e008e00 IDENTIFY_TERMINFO kf29=\033[15;5~
1765325651.279146 peer 0x15c95daa0 message 112
1765325651.279152 client 0x15e008e00 IDENTIFY_TERMINFO kf3=\033OR
1765325651.279157 peer 0x15c95daa0 message 112
1765325651.279162 client 0x15e008e00 IDENTIFY_TERMINFO kf30=\033[17;5~
1765325651.279167 peer 0x15c95daa0 message 112
1765325651.279172 client 0x15e008e00 IDENTIFY_TERMINFO kf31=\033[18;5~
1765325651.279176 peer 0x15c95daa0 message 112
1765325651.279182 client 0x15e008e00 IDENTIFY_TERMINFO kf32=\033[19;5~
1765325651.279187 peer 0x15c95daa0 message 112
1765325651.279191 client 0x15e008e00 IDENTIFY_TERMINFO kf33=\033[20;5~
1765325651.279196 peer 0x15c95daa0 message 112
1765325651.279200 client 0x15e008e00 IDENTIFY_TERMINFO kf34=\033[21;5~
1765325651.279205 peer 0x15c95daa0 message 112
1765325651.279209 client 0x15e008e00 IDENTIFY_TERMINFO kf35=\033[23;5~
1765325651.279213 peer 0x15c95daa0 message 112
1765325651.279217 client 0x15e008e00 IDENTIFY_TERMINFO kf36=\033[24;5~
1765325651.279222 peer 0x15c95daa0 message 112
1765325651.279226 client 0x15e008e00 IDENTIFY_TERMINFO kf37=\033[1;6P
1765325651.279230 peer 0x15c95daa0 message 112
1765325651.279235 client 0x15e008e00 IDENTIFY_TERMINFO kf38=\033[1;6Q
1765325651.279239 peer 0x15c95daa0 message 112
1765325651.279243 client 0x15e008e00 IDENTIFY_TERMINFO kf39=\033[1;6R
1765325651.279247 peer 0x15c95daa0 message 112
1765325651.279252 client 0x15e008e00 IDENTIFY_TERMINFO kf4=\033OS
1765325651.279257 peer 0x15c95daa0 message 112
1765325651.279262 client 0x15e008e00 IDENTIFY_TERMINFO kf40=\033[1;6S
1765325651.279266 peer 0x15c95daa0 message 112
1765325651.279271 client 0x15e008e00 IDENTIFY_TERMINFO kf41=\033[15;6~
1765325651.279275 peer 0x15c95daa0 message 112
1765325651.279279 client 0x15e008e00 IDENTIFY_TERMINFO kf42=\033[17;6~
1765325651.279284 peer 0x15c95daa0 message 112
1765325651.279288 client 0x15e008e00 IDENTIFY_TERMINFO kf43=\033[18;6~
1765325651.279292 peer 0x15c95daa0 message 112
1765325651.279297 client 0x15e008e00 IDENTIFY_TERMINFO kf44=\033[19;6~
1765325651.279301 peer 0x15c95daa0 message 112
1765325651.279305 client 0x15e008e00 IDENTIFY_TERMINFO kf45=\033[20;6~
1765325651.279309 peer 0x15c95daa0 message 112
1765325651.279314 client 0x15e008e00 IDENTIFY_TERMINFO kf46=\033[21;6~
1765325651.279319 peer 0x15c95daa0 message 112
1765325651.279324 client 0x15e008e00 IDENTIFY_TERMINFO kf47=\033[23;6~
1765325651.279329 peer 0x15c95daa0 message 112
1765325651.279334 client 0x15e008e00 IDENTIFY_TERMINFO kf48=\033[24;6~
1765325651.279339 peer 0x15c95daa0 message 112
1765325651.279345 client 0x15e008e00 IDENTIFY_TERMINFO kf49=\033[1;3P
1765325651.279350 peer 0x15c95daa0 message 112
1765325651.279354 client 0x15e008e00 IDENTIFY_TERMINFO kf5=\033[15~
1765325651.279359 peer 0x15c95daa0 message 112
1765325651.279363 client 0x15e008e00 IDENTIFY_TERMINFO kf50=\033[1;3Q
1765325651.279367 peer 0x15c95daa0 message 112
1765325651.279372 client 0x15e008e00 IDENTIFY_TERMINFO kf51=\033[1;3R
1765325651.279376 peer 0x15c95daa0 message 112
1765325651.279380 client 0x15e008e00 IDENTIFY_TERMINFO kf52=\033[1;3S
1765325651.279384 peer 0x15c95daa0 message 112
1765325651.279389 client 0x15e008e00 IDENTIFY_TERMINFO kf53=\033[15;3~
1765325651.279393 peer 0x15c95daa0 message 112
1765325651.279404 client 0x15e008e00 IDENTIFY_TERMINFO kf54=\033[17;3~
1765325651.279408 peer 0x15c95daa0 message 112
1765325651.279413 client 0x15e008e00 IDENTIFY_TERMINFO kf55=\033[18;3~
1765325651.279417 peer 0x15c95daa0 message 112
1765325651.279421 client 0x15e008e00 IDENTIFY_TERMINFO kf56=\033[19;3~
1765325651.279425 peer 0x15c95daa0 message 112
1765325651.279429 client 0x15e008e00 IDENTIFY_TERMINFO kf57=\033[20;3~
1765325651.279433 peer 0x15c95daa0 message 112
1765325651.279437 client 0x15e008e00 IDENTIFY_TERMINFO kf58=\033[21;3~
1765325651.279441 peer 0x15c95daa0 message 112
1765325651.279445 client 0x15e008e00 IDENTIFY_TERMINFO kf59=\033[23;3~
1765325651.279450 peer 0x15c95daa0 message 112
1765325651.279454 client 0x15e008e00 IDENTIFY_TERMINFO kf6=\033[17~
1765325651.279459 peer 0x15c95daa0 message 112
1765325651.279464 client 0x15e008e00 IDENTIFY_TERMINFO kf60=\033[24;3~
1765325651.279468 peer 0x15c95daa0 message 112
1765325651.279473 client 0x15e008e00 IDENTIFY_TERMINFO kf61=\033[1;4P
1765325651.279477 peer 0x15c95daa0 message 112
1765325651.279481 client 0x15e008e00 IDENTIFY_TERMINFO kf62=\033[1;4Q
1765325651.279485 peer 0x15c95daa0 message 112
1765325651.279489 client 0x15e008e00 IDENTIFY_TERMINFO kf63=\033[1;4R
1765325651.279493 peer 0x15c95daa0 message 112
1765325651.279498 client 0x15e008e00 IDENTIFY_TERMINFO kf7=\033[18~
1765325651.279502 peer 0x15c95daa0 message 112
1765325651.279507 client 0x15e008e00 IDENTIFY_TERMINFO kf8=\033[19~
1765325651.279512 peer 0x15c95daa0 message 112
1765325651.279518 client 0x15e008e00 IDENTIFY_TERMINFO kf9=\033[20~
1765325651.279523 peer 0x15c95daa0 message 112
1765325651.279528 client 0x15e008e00 IDENTIFY_TERMINFO kHOM=\033[1;2H
1765325651.279533 peer 0x15c95daa0 message 112
1765325651.279537 client 0x15e008e00 IDENTIFY_TERMINFO kHOM3=\033[1;3H
1765325651.279542 peer 0x15c95daa0 message 112
1765325651.279547 client 0x15e008e00 IDENTIFY_TERMINFO kHOM4=\033[1;4H
1765325651.279552 peer 0x15c95daa0 message 112
1765325651.279557 client 0x15e008e00 IDENTIFY_TERMINFO kHOM5=\033[1;5H
1765325651.279561 peer 0x15c95daa0 message 112
1765325651.279566 client 0x15e008e00 IDENTIFY_TERMINFO kHOM6=\033[1;6H
1765325651.279570 peer 0x15c95daa0 message 112
1765325651.279574 client 0x15e008e00 IDENTIFY_TERMINFO kHOM7=\033[1;7H
1765325651.279579 peer 0x15c95daa0 message 112
1765325651.279583 client 0x15e008e00 IDENTIFY_TERMINFO khome=\033OH
1765325651.279587 peer 0x15c95daa0 message 112
1765325651.279592 client 0x15e008e00 IDENTIFY_TERMINFO kIC=\033[2;2~
1765325651.279596 peer 0x15c95daa0 message 112
1765325651.279601 client 0x15e008e00 IDENTIFY_TERMINFO kIC3=\033[2;3~
1765325651.279605 peer 0x15c95daa0 message 112
1765325651.279609 client 0x15e008e00 IDENTIFY_TERMINFO kIC4=\033[2;4~
1765325651.279614 peer 0x15c95daa0 message 112
1765325651.279618 client 0x15e008e00 IDENTIFY_TERMINFO kIC5=\033[2;5~
1765325651.279622 peer 0x15c95daa0 message 112
1765325651.279626 client 0x15e008e00 IDENTIFY_TERMINFO kIC6=\033[2;6~
